Date,Open,High,Low,Close,Volume,Adj Close
2014-12-30,47.44,47.62,46.84,47.02,16384700,46.38628
2014-12-29,47.70,47.78,47.26,47.45,14439500,46.81049
2014-12-26,48.41,48.41,47.82,47.88,13197800,47.23469
2014-12-24,48.64,48.64,48.08,48.14,11437800,47.49118
2014-12-23,48.37,48.80,48.13,48.45,23648100,47.79701
2014-12-22,47.78,48.12,47.71,47.98,26566000,47.33334
2014-12-19,47.63,48.10,47.17,47.66,64551200,47.01765
2014-12-18,46.58,47.52,46.34,47.52,40105600,46.87954
2014-12-17,45.05,45.95,44.90,45.74,34970900,45.12353
2014-12-16,45.90,46.34,45.13,45.16,47801400,44.55135
2014-12-15,47.20,47.67,46.55,46.67,29247800,46.041
2014-12-12,46.78,47.73,46.67,46.95,34248400,46.31722
2014-12-11,47.08,47.74,46.68,47.17,29060400,46.53426
2014-12-10,47.58,47.66,46.70,46.90,30431800,46.2679
2014-12-09,47.11,47.92,47.05,47.59,24330500,46.9486
2014-12-08,48.26,48.35,47.45,47.70,26663100,47.05711
2014-12-05,48.82,48.97,48.38,48.42,27313400,47.76741
2014-12-04,48.39,49.06,48.20,48.84,30320400,48.18175
2014-12-03,48.44,48.50,47.81,48.08,23534800,47.432
2014-12-02,48.84,49.05,48.20,48.46,25743000,47.80687
2014-12-01,47.88,48.78,47.71,48.62,31191600,47.96471
2014-11-28,47.95,48.20,47.61,47.81,21534400,47.16563
2014-11-26,47.49,47.99,47.28,47.75,27163600,47.10644
2014-11-25,47.66,47.97,47.45,47.47,28007900,46.83022
2014-11-24,47.99,48.00,47.39,47.59,35434200,46.9486
2014-11-21,49.02,49.05,47.57,47.98,42883100,47.33334
2014-11-20,48.00,48.70,47.87,48.70,21500700,48.04364
2014-11-19,48.66,48.75,47.93,48.22,26176800,47.57011
2014-11-18,49.13,49.33,48.70,48.74,23995500,48.0831
2014-11-17,49.41,49.71,49.14,49.46,30315500,48.48757
2014-11-14,49.74,50.05,49.39,49.58,29081700,48.60521
2014-11-13,48.81,49.65,48.71,49.61,26208800,48.63462
2014-11-12,48.56,48.92,48.52,48.78,22722000,47.82094
2014-11-11,48.85,48.95,48.65,48.87,23445200,47.90917
2014-11-10,48.65,49.15,48.55,48.89,36370100,47.92878
2014-11-07,48.92,48.92,48.29,48.68,28000600,47.72291
2014-11-06,47.86,48.86,47.79,48.70,33037800,47.74252
2014-11-05,47.80,47.90,47.26,47.86,22449600,46.91903
2014-11-04,47.30,47.73,47.25,47.57,21530800,46.63473
2014-11-03,46.89,47.46,46.73,47.44,23130400,46.50729
2014-10-31,46.94,46.97,46.48,46.95,35849700,46.02692
2014-10-30,46.32,46.32,45.77,46.05,30073900,45.14462
2014-10-29,46.44,46.70,46.34,46.62,30276100,45.70341
2014-10-28,45.86,46.50,45.77,46.49,29024600,45.57597
2014-10-27,45.71,46.10,45.71,45.91,30371300,45.00737
2014-10-24,46.83,46.90,45.18,46.13,61076700,45.22305
2014-10-23,44.62,45.45,44.53,45.02,45451900,44.13487
2014-10-22,45.00,45.07,44.23,44.38,33570900,43.50745
2014-10-21,44.36,44.98,44.19,44.88,36433800,43.99762
2014-10-20,43.06,44.14,42.81,44.08,34527900,43.21335
2014-10-17,43.20,43.94,42.79,43.63,40683300,42.7722
2014-10-16,42.53,43.08,42.22,42.74,49040400,41.8997
2014-10-15,43.00,43.39,42.10,43.22,60218700,42.37026
2014-10-14,43.87,44.38,43.56,43.73,38115700,42.87023
2014-10-13,43.82,44.56,43.49,43.65,37100200,42.79181
2014-10-10,45.60,46.12,43.95,44.03,51978100,43.16433
2014-10-09,46.50,46.80,45.74,45.85,34422800,44.94855
2014-10-08,45.48,46.89,45.34,46.78,33031000,45.86026
2014-10-07,45.86,45.93,45.42,45.53,25723700,44.63484
2014-10-06,46.12,46.30,45.92,46.09,20604000,45.18383
2014-10-03,45.98,46.30,45.61,46.09,32453200,45.18383
2014-10-02,45.83,46.10,45.64,45.76,25119400,44.86032
2014-10-01,46.27,46.53,45.85,45.90,38088400,44.99757
2014-09-30,46.37,46.48,46.01,46.36,33033100,45.44852
2014-09-29,45.98,46.56,45.76,46.44,26091000,45.52695
2014-09-26,45.93,46.62,45.76,46.41,27078800,45.49754
2014-09-25,46.88,47.09,46.03,46.04,33077400,45.13482
2014-09-24,46.63,47.11,46.34,47.08,26582700,46.15437
2014-09-23,46.85,46.98,46.47,46.56,33430300,45.64459
2014-09-22,47.30,47.38,46.98,47.06,38686100,46.13476
2014-09-19,46.81,47.57,46.60,47.52,202522400,46.58572
2014-09-18,46.59,46.83,46.46,46.68,35556600,45.76223
2014-09-17,46.26,46.69,46.23,46.52,38311900,45.60538
2014-09-16,46.39,46.85,46.29,46.76,27910600,45.84066
2014-09-15,46.54,46.71,46.10,46.24,37667600,45.33088
2014-09-12,46.91,47.02,46.60,46.70,38244700,45.78184
2014-09-11,46.74,47.00,46.47,47.00,29216400,46.07594
2014-09-10,46.82,46.94,46.28,46.84,27302400,45.91908
2014-09-09,46.47,46.97,46.42,46.76,40302400,45.84066
2014-09-08,46.02,46.80,45.99,46.47,45736700,45.55636
2014-09-05,45.11,45.93,45.11,45.91,36939400,45.00737
2014-09-04,44.74,45.27,44.72,45.26,26475500,44.37015
2014-09-03,44.53,45.11,44.53,44.96,33684500,44.07605
2014-09-02,45.43,45.46,44.85,45.09,22976800,44.20349
2014-08-29,45.09,45.44,44.86,45.43,21607600,44.5368
2014-08-28,44.75,44.98,44.61,44.88,17657600,43.99762
2014-08-27,44.90,45.00,44.76,44.87,21287900,43.98782
2014-08-26,45.31,45.40,44.94,45.01,14873100,44.12506
2014-08-25,45.40,45.44,45.04,45.17,16910000,44.28192
2014-08-22,45.35,45.47,45.07,45.15,18294500,44.26231
2014-08-21,44.84,45.25,44.83,45.22,22285500,44.33094
2014-08-20,45.34,45.40,44.90,44.95,24770500,44.06624
2014-08-19,44.97,45.34,44.83,45.33,28139500,44.43877
2014-08-18,44.94,45.11,44.68,45.11,26891100,43.9486
2014-08-15,44.58,44.90,44.40,44.79,41611300,43.63684
2014-08-14,44.08,44.42,44.01,44.27,19313200,43.13023
2014-08-13,43.68,44.18,43.52,44.08,22889500,42.94512
2014-08-12,43.04,43.59,43.00,43.52,21431100,42.39954
2014-08-11,43.26,43.45,43.02,43.20,20351600,42.08778
2014-08-08,43.23,43.32,42.91,43.20,28942700,42.08778
2014-08-07,42.84,43.45,42.65,43.23,30314900,42.117
2014-08-06,42.74,43.17,42.21,42.74,24634000,41.63962
2014-08-05,43.31,43.46,42.83,43.08,26266400,41.97087
2014-08-04,42.97,43.47,42.81,43.37,34277400,42.2534
2014-08-01,43.21,43.25,42.60,42.86,31170300,41.75653
2014-07-31,43.38,43.69,43.08,43.16,31537500,42.04881
2014-07-30,44.07,44.10,43.29,43.58,31921400,42.45799
2014-07-29,43.91,44.09,43.64,43.89,27763100,42.76001
2014-07-28,44.36,44.51,43.93,43.97,29684200,42.83795
2014-07-25,44.30,44.66,44.30,44.50,26737700,43.35431
2014-07-24,44.93,45.00,44.32,44.40,30725300,43.25688
2014-07-23,45.45,45.45,44.62,44.87,52362900,43.71478
2014-07-22,45.00,45.15,44.59,44.83,43095800,43.67581
2014-07-21,44.56,45.16,44.22,44.84,37604400,43.68555
2014-07-18,44.65,44.84,44.25,44.69,43407500,43.53941
2014-07-17,45.45,45.71,44.25,44.53,82180300,43.38353
2014-07-16,42.51,44.31,42.48,44.08,63318000,42.94512
2014-07-15,42.33,42.47,42.03,42.45,28748700,41.35709
2014-07-14,42.22,42.45,42.04,42.14,21881100,41.05507
2014-07-11,41.70,42.09,41.48,42.09,24083000,41.00636
2014-07-10,41.37,42.00,41.05,41.69,21854700,40.61665
2014-07-09,41.98,41.99,41.53,41.67,18445900,40.59716
2014-07-08,41.87,42.00,41.61,41.78,31218200,40.70433
2014-07-07,41.75,42.12,41.71,41.99,21952400,40.90893
2014-07-03,41.91,41.99,41.56,41.80,15969300,40.72382
2014-07-02,41.73,41.90,41.53,41.90,20208100,40.82125
2014-07-01,41.86,42.15,41.69,41.87,26917000,40.79202
2014-06-30,42.17,42.21,41.70,41.70,30805500,40.6264
2014-06-27,41.61,42.29,41.51,42.25,74640000,41.16224
2014-06-26,41.93,41.94,41.43,41.72,23604400,40.64588
2014-06-25,41.70,42.05,41.46,42.03,20049100,40.9479
2014-06-24,41.83,41.94,41.56,41.75,26509100,40.67511
2014-06-23,41.73,42.00,41.69,41.99,18743900,40.90893
2014-06-20,41.45,41.83,41.38,41.68,47764900,40.60691
2014-06-19,41.57,41.77,41.33,41.51,19828200,40.44128
2014-06-18,41.61,41.74,41.18,41.65,27097000,40.57768
2014-06-17,41.29,41.91,40.34,41.68,22518600,40.60691
2014-06-16,41.04,41.61,41.04,41.50,24205300,40.43155
2014-06-13,41.10,41.57,40.86,41.23,26310000,40.1685
2014-06-12,40.81,40.88,40.29,40.58,29818900,39.53523
2014-06-11,40.93,41.07,40.77,40.86,18040000,39.80802
2014-06-10,41.03,41.16,40.86,41.11,15117700,40.05159
2014-06-09,41.39,41.48,41.02,41.27,15019200,40.20747
2014-06-06,41.48,41.66,41.24,41.48,24060500,40.41206
2014-06-05,40.59,41.25,40.40,41.21,31865200,40.14901
2014-06-04,40.21,40.37,39.86,40.32,23209000,39.28193
2014-06-03,40.60,40.68,40.25,40.29,18068900,39.2527
2014-06-02,40.95,41.09,40.68,40.79,18504300,39.73983
2014-05-30,40.45,40.97,40.25,40.94,34567600,39.88596
2014-05-29,40.15,40.35,39.91,40.34,19888200,39.30141
2014-05-28,40.14,40.19,39.82,40.01,25711500,38.9799
2014-05-27,40.26,40.26,39.81,40.19,26160600,39.15527
